10000 10
0.0501502 0.134874 0.0593997 0.334278 0.0512507 0.0603195 0.0515532 0.0507479 0.0512026 0.156224
0.0502623 0.134069 0.0507098 0.054588 0.0501819 0.250356 0.0506853 0.241332 0.0675814 0.0502341
0.0539495 0.165984 0.0501435 0.0501513 0.0660101 0.0523506 0.246631 0.0501576 0.0506439 0.213978
0.0501298 0.133216 0.432469 0.0501285 0.0501519 0.0501285 0.0501291 0.0529327 0.0805644 0.05015
0.17298 0.12678 0.0501316 0.300333 0.05013 0.0834373 0.0501306 0.0658177 0.0501299 0.0501297
0.215228 0.0525343 0.0501377 0.0501382 0.197415 0.063184 0.0679188 0.0501388 0.0501437 0.203161
0.282906 0.2319 0.0502001 0.0501283 0.134216 0.0501285 0.0501295 0.0501292 0.0501325 0.05013
0.0501292 0.0501334 0.116623 0.445409 0.0501322 0.0509192 0.0501361 0.0862303 0.0501329 0.0501547
0.249697 0.0624425 0.0560723 0.0501346 0.314352 0.0501339 0.0501314 0.05014 0.0501377 0.0667584
0.0506047 0.0503915 0.0501893 0.392823 0.0503387 0.0507639 0.0519704 0.0574381 0.195045 0.0504358
0.0504077 0.0561813 0.0514533 0.0501341 0.161515 0.0529097 0.212507 0.0502227 0.0702811 0.244388
0.0667594 0.0501317 0.0593029 0.0502923 0.0501378 0.184603 0.0501291 0.0501319 0.0501324 0.388379
0.0501394 0.211359 0.249656 0.0501317 0.0550389 0.166501 0.0501299 0.0501369 0.0501308 0.0667768
0.0501294 0.0501389 0.0501378 0.411247 0.0501484 0.0501377 0.0501346 0.0713124 0.0501314 0.166482
0.051772 0.297836 0.0501344 0.248903 0.0501305 0.0508339 0.100002 0.0501319 0.0501283 0.0501287
0.0516955 0.315629 0.0501393 0.232988 0.0501713 0.0501318 0.0988559 0.0501297 0.0501301 0.0501293
0.0516987 0.0503008 0.13778 0.0647894 0.0501848 0.0501681 0.215881 0.275363 0.0536023 0.0502319
0.0503076 0.0501292 0.0505428 0.166516 0.232573 0.0501312 0.249411 0.0501296 0.0501312 0.0501289
0.0501391 0.166518 0.0501386 0.0551755 0.050131 0.0996015 0.0501342 0.376004 0.0520275 0.0501309
0.052226 0.0503842 0.0514736 0.0511079 0.0505136 0.0675911 0.235252 0.10297 0.0503458 0.288135
0.0517268 0.0513955 0.0504351 0.0509868 0.0501906 0.250136 0.0521693 0.208034 0.0502143 0.184712
0.050133 0.42012 0.0501691 0.11659 0.0624647 0.0501336 0.0501298 0.0501362 0.0501342 0.0999895
0.0708102 0.234216 0.0511067 0.0507689 0.0502592 0.0502198 0.202104 0.186661 0.0530671 0.050787
0.0501298 0.0503371 0.100071 0.266162 0.28258 0.0501286 0.0501296 0.0501963 0.050129 0.0501363
0.0501385 0.0501292 0.0667406 0.0501288 0.18314 0.0501305 0.315969 0.0501295 0.0502597 0.133235
