6041 10
nan nan nan nan nan nan nan nan nan nan
0.0615111 0.0593484 0.0766863 0.0511349 0.0557611 0.0750062 0.0738123 0.0556112 0.437872 0.0532566
0.0652746 0.0624002 0.0569864 0.0528395 0.0536764 0.421108 0.05551 0.0576635 0.053841 0.1207
0.0618306 0.0617799 0.061626 0.0561861 0.0706244 0.0596974 0.0554192 0.0607367 0.0629464 0.449153
0.147266 0.0553836 0.066487 0.0624547 0.0511839 0.0553384 0.0594487 0.140853 0.059844 0.30174
0.0535743 0.0562048 0.0802359 0.0533905 0.0547477 0.0541329 0.476363 0.0601493 0.0545595 0.0566418
0.0591076 0.0589739 0.0627418 0.0521334 0.0580199 0.162072 0.0589047 0.0527624 0.377735 0.0575486
0.0521664 0.0577628 0.0559249 0.0608524 0.0503562 0.0512449 0.0495774 0.0661372 0.0519458 0.504032
0.0547141 0.184126 0.306533 0.0575782 0.0544617 0.0770262 0.0898996 0.0575441 0.0535699 0.0645469
0.0525504 0.0666867 0.498475 0.0515557 0.0534989 0.0587328 0.0537308 0.054435 0.0532393 0.0570954
0.0718567 0.0622718 0.0644295 0.0647796 0.116958 0.112331 0.0580075 0.0874843 0.290083 0.0717977
0.0565242 0.0658061 0.103983 0.0551975 0.40326 0.0662985 0.0835527 0.0551264 0.0560547 0.0541971
0.281215 0.124639 0.122023 0.0733333 0.0647847 0.061391 0.0769825 0.0769181 0.0543422 0.0643707
0.0574768 0.0594602 0.0633646 0.0693144 0.0535521 0.058104 0.0552005 0.288628 0.0820101 0.212889
0.0909915 0.0534913 0.480121 0.0504244 0.0498225 0.0554605 0.069644 0.0520745 0.0479144 0.0500561
0.0501855 0.541478 0.0518056 0.0506378 0.0510076 0.0509083 0.0503653 0.0510838 0.0512978 0.0512301
0.0498808 0.0538005 0.464782 0.0544024 0.0686911 0.0600771 0.0512307 0.0633084 0.072961 0.0608664
0.0525332 0.0551685 0.0561144 0.0507352 0.0506961 0.0517832 0.0559137 0.525645 0.0504017 0.0510093
0.0666656 0.0753225 0.0789942 0.0653515 0.0631542 0.0960488 0.0684843 0.0817517 0.298312 0.105915
0.055148 0.0532846 0.069565 0.164587 0.0559679 0.0553799 0.0539747 0.0608304 0.0787435 0.352519
0.0581866 0.0977496 0.153724 0.0769129 0.0865125 0.0582494 0.0602431 0.21191 0.0605323 0.13598
0.0542295 0.0616721 0.0716129 0.0671453 0.132747 0.0542334 0.0555009 0.166349 0.256248 0.0802614
0.0552723 0.0824238 0.0603179 0.0861242 0.353932 0.0535492 0.0538316 0.0850838 0.0582269 0.111239
0.0559895 0.0598364 0.0589249 0.0609552 0.0536965 0.0552774 0.0582999 0.490463 0.051988 0.0545693
0.0620057 0.0553551 0.0755998 0.0546119 0.0660072 0.449937 0.057427 0.0585729 0.0585753 0.0619085
0.0513948 0.053805 0.0610426 0.0520075 0.0552014 0.052688 0.0513605 0.510498 0.0552874 0.056715
0.0526068 0.0768625 0.0529343 0.0564509 0.422733 0.113644 0.0530113 0.0540971 0.0575474 0.0601127
0.518147 0.0519997 0.0554636 0.0530994 0.0519434 0.0528013 0.0530837 0.0555304 0.0543551 0.0535764
0.285324 0.0612402 0.154283 0.0631063 0.0641156 0.0852273 0.0878554 0.0751105 0.065245 0.0584922
0.0635041 0.0577969 0.0557961 0.0581335 0.0511145 0.0534557 0.052972 0.0672125 0.0528908 0.487124
0.0656693 0.0606758 0.22124 0.0621918 0.055556 0.0717782 0.29313 0.0603187 0.0536441 0.0557959
0.169378 0.0542089 0.0560935 0.0554079 0.340219 0.0746987 0.0551811 0.0596019 0.0742708 0.0609398
0.0756819 0.0761489 0.231658 0.0542544 0.0609548 0.183701 0.13441 0.0639766 0.0616293 0.0575851
0.466808 0.0707364 0.0578732 0.0665443 0.051441 0.0584703 0.0560397 0.0578758 0.0544736 0.0597374
0.0526943 0.0539137 0.0581807 0.0565665 0.140103 0.42347 0.0520624 0.053119 0.0568649 0.0530253
0.514626 0.0515378 0.0516148 0.0504779 0.0535614 0.0659601 0.0538303 0.0508876 0.0560674 0.0514369
0.0811591 0.124546 0.122368 0.0714426 0.0969853 0.0940595 0.101306 0.108848 0.0717434 0.127542
0.0537187 0.0539832 0.0547657 0.0623126 0.0555728 0.498742 0.0504637 0.0528048 0.0632111 0.0544255
0.0498254 0.0531507 0.0522506 0.0499306 0.0528249 0.531829 0.0503043 0.049767 0.0596867 0.0504309
0.0503254 0.0537854 0.52748 0.0501138 0.0641158 0.0504799 0.0507613 0.0518388 0.0503954 0.0507042
0.109143 0.0578849 0.0553291 0.0633977 0.0556342 0.0602721 0.0532189 0.129775 0.140759 0.274585
0.0544138 0.081544 0.114028 0.0902442 0.0638818 0.143365 0.0623663 0.177722 0.147489 0.0649463
0.0501647 0.0514878 0.0502376 0.0505884 0.0508281 0.0502274 0.0498956 0.536749 0.0504624 0.0593584
0.0536738 0.0601666 0.435705 0.0496751 0.0954761 0.0814287 0.0536937 0.0544296 0.0613099 0.0544414
0.0582469 0.054941 0.0587667 0.0661263 0.0539475 0.0645456 0.0533404 0.0915518 0.432535 0.0659985
0.0499903 0.0497192 0.049896 0.0499837 0.0505527 0.549955 0.0501423 0.0498396 0.0502193 0.0497016
0.0487698 0.0501887 0.0503547 0.54981 0.0487874 0.0485736 0.0573249 0.0489946 0.0485579 0.0486382
0.172327 0.0479128 0.3525 0.0439714 0.0451656 0.0946141 0.10075 0.0465318 0.0490674 0.0471594
0.0728167 0.0923266 0.072515 0.0681084 0.155413 0.0883789 0.0593849 0.0969015 0.145871 0.148284
0.0787188 0.0600873 0.0711434 0.0581386 0.0535853 0.0557124 0.0773309 0.0874177 0.0850086 0.372857
0.0639646 0.0800458 0.257368 0.134775 0.0670345 0.117249 0.0764371 0.0620084 0.0730998 0.0680177
0.0552095 0.0613957 0.407955 0.0786435 0.100919 0.0622186 0.0575245 0.0549747 0.066812 0.0543478
0.0503145 0.0588695 0.0562153 0.0545509 0.0525049 0.0515814 0.0511234 0.0518002 0.0501932 0.522847
0.0685153 0.111624 0.0833212 0.125952 0.0618396 0.0817861 0.218471 0.0964111 0.0804623 0.0716168
0.476232 0.0526836 0.0599157 0.0517229 0.0628193 0.0620286 0.0597107 0.056012 0.0658235 0.053052
0.0556995 0.0720139 0.39727 0.0513245 0.0525872 0.0735169 0.0532374 0.0614182 0.118609 0.0643231
0.0545052 0.0681102 0.491946 0.0514628 0.0558897 0.0584636 0.0598308 0.051399 0.0535151 0.0548781
