6041 20
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.0539427 0.0260858 0.0378581 0.0265725 0.0529105 0.0371263 0.0282688 0.0316024 0.0429461 0.0343549 0.0292347 0.0301993 0.0252164 0.0272859 0.037859 0.254841 0.0267614 0.127356 0.0384319 0.0311464
0.0551028 0.0271841 0.0357933 0.034795 0.326895 0.0275639 0.029103 0.0285417 0.0307512 0.029221 0.0299516 0.0299944 0.0265907 0.112385 0.0276754 0.0280407 0.028593 0.0289706 0.0327471 0.0301003
0.0323964 0.0289833 0.0496118 0.0353003 0.0340688 0.0532816 0.0311195 0.0452097 0.0267266 0.0299298 0.0325793 0.128056 0.0302781 0.253083 0.0282969 0.033202 0.0337922 0.0340325 0.0299022 0.0301503
0.0273548 0.0257865 0.501482 0.0248811 0.0267506 0.0253012 0.029356 0.0252193 0.0246004 0.0269838 0.0238213 0.0253426 0.0254918 0.0290731 0.0282486 0.0248365 0.0243663 0.0263843 0.0250828 0.0296365
0.0258714 0.0257078 0.0254751 0.0257711 0.0251939 0.0254744 0.0257038 0.0259832 0.0255058 0.0273308 0.0254654 0.0252043 0.0255123 0.0260503 0.512974 0.02542 0.0255515 0.0251761 0.0253926 0.0252362
0.0288102 0.0249542 0.0297117 0.0257306 0.029372 0.0264415 0.0251992 0.0261994 0.0285726 0.0288541 0.0315547 0.0284821 0.0279104 0.0266325 0.0278206 0.0758621 0.0329707 0.0560573 0.39204 0.0268247
0.0263485 0.0288391 0.0335194 0.0260013 0.023297 0.0236442 0.0284713 0.0243642 0.0225391 0.025914 0.0229588 0.024518 0.0236345 0.524918 0.0233031 0.0237694 0.0229939 0.0242496 0.0232398 0.0234768
0.516987 0.0251487 0.0254074 0.0254992 0.0254376 0.0252095 0.0255632 0.0255395 0.0260776 0.0255012 0.025086 0.0250891 0.0257177 0.0256056 0.025855 0.0251532 0.025335 0.0249763 0.0254297 0.0253811
0.506889 0.0247827 0.0260008 0.0262976 0.0257929 0.0266581 0.0258723 0.0273479 0.0249652 0.0285613 0.0254611 0.0250208 0.0264308 0.0265505 0.0266262 0.0254 0.0252076 0.0249614 0.0257688 0.025405
0.0387823 0.0320392 0.038368 0.0295637 0.0378544 0.042239 0.05273 0.0451161 0.0381322 0.0317539 0.0935164 0.0487025 0.0318533 0.0408818 0.0307593 0.107432 0.0470785 0.109814 0.0666179 0.0367656
0.032033 0.0255927 0.0263996 0.0264884 0.029038 0.0285179 0.0256681 0.483319 0.0278621 0.0266131 0.026794 0.0259449 0.0257973 0.0257741 0.0295323 0.0276116 0.0258391 0.02584 0.0286502 0.0266844
0.0322659 0.0305496 0.0589293 0.110567 0.025933 0.0287654 0.0280407 0.0401121 0.0227131 0.0453408 0.0269255 0.0205496 0.0271176 0.0233567 0.0304527 0.0209725 0.0249155 0.0246407 0.0228011 0.355051
0.0343629 0.0366108 0.0530406 0.0285954 0.0304584 0.0268037 0.211865 0.0274852 0.0259975 0.030849 0.0266062 0.035086 0.0315235 0.204008 0.0288286 0.0435547 0.0267546 0.0419677 0.0282377 0.0273638
0.0238732 0.0189934 0.0265949 0.0193605 0.0398125 0.0226766 0.0191351 0.0201865 0.0182007 0.503292 0.0184291 0.0194478 0.0223149 0.0186096 0.0293363 0.0182396 0.0183698 0.0187827 0.0213808 0.102964
0.237065 0.027267 0.0274923 0.21386 0.0263745 0.0261005 0.0283138 0.0328569 0.0273385 0.0707068 0.0308779 0.027324 0.0261585 0.031401 0.0266345 0.0292628 0.0301424 0.0266458 0.0284736 0.0257041
0.0299292 0.0261588 0.0246164 0.0256555 0.0253892 0.025093 0.0330688 0.0274736 0.0268782 0.467593 0.0277089 0.0286851 0.0251768 0.0294494 0.0255819 0.0318356 0.0404417 0.0264897 0.0282555 0.02452
0.0252686 0.0247773 0.0248652 0.0249716 0.0250273 0.0248676 0.527029 0.0248353 0.0249061 0.0248752 0.0248745 0.0247574 0.024963 0.024806 0.0251356 0.0247568 0.0247511 0.0247677 0.0248187 0.0249459
0.0508293 0.0299676 0.0456581 0.0367173 0.0451357 0.033311 0.0411834 0.0401757 0.0402077 0.0328648 0.0338189 0.0425102 0.0368689 0.057664 0.0357996 0.235569 0.034975 0.0454005 0.04837 0.0329738
0.028465 0.33691 0.0325532 0.0269137 0.0270266 0.0291585 0.0316044 0.028823 0.0261383 0.0434077 0.0273339 0.0292739 0.0263897 0.116853 0.0271587 0.0402263 0.0284543 0.0375697 0.0286332 0.0271067
0.0953222 0.0360653 0.0503478 0.0482919 0.0244065 0.0274939 0.18632 0.07825 0.0243357 0.0807235 0.0288838 0.0331579 0.0295646 0.0908178 0.0286819 0.0276536 0.0320093 0.0264892 0.0254409 0.0257443
0.0218455 0.0255032 0.0251177 0.0288857 0.020229 0.020342 0.0821278 0.0287735 0.02116 0.0367458 0.0443192 0.0231477 0.025735 0.0314378 0.0214161 0.396667 0.0832167 0.0224304 0.0202362 0.0206633
0.0281646 0.0333712 0.028163 0.0356181 0.0260974 0.0273893 0.0332039 0.436899 0.0256901 0.0258965 0.0280222 0.032651 0.0306673 0.0415161 0.0257799 0.0269928 0.0349631 0.026593 0.0258815 0.0264398
0.0305668 0.0338903 0.0320009 0.032987 0.0279689 0.0427196 0.419456 0.0303148 0.0264615 0.026752 0.0281112 0.0292473 0.0391044 0.0298529 0.0312764 0.0266092 0.0256876 0.0276706 0.0294617 0.0298607
0.0386046 0.0274836 0.0502198 0.0277327 0.165379 0.0852336 0.0322707 0.0414302 0.0322342 0.0407943 0.0705539 0.0543849 0.0313775 0.0329123 0.0363683 0.0347592 0.0312785 0.0348936 0.0988684 0.0332207
0.0279645 0.0252532 0.0272854 0.025666 0.0254195 0.0259354 0.493742 0.0290575 0.0248982 0.033486 0.0257097 0.0258358 0.0247748 0.0281943 0.0254709 0.0274802 0.0280702 0.0255571 0.0253437 0.0248557
0.0303222 0.0268552 0.0272991 0.0342409 0.0283414 0.0260927 0.0266619 0.0275479 0.0289851 0.025698 0.448416 0.0337919 0.0285018 0.0295545 0.0258633 0.0287966 0.0288292 0.0264436 0.0419382 0.0258207
0.0269912 0.0270405 0.0294946 0.0259486 0.027342 0.029104 0.0279964 0.0266927 0.0261371 0.0283944 0.0261261 0.0272551 0.0263367 0.0277188 0.0268765 0.0280023 0.026014 0.028646 0.0268705 0.481012
0.050198 0.0346875 0.0673195 0.0295199 0.0456658 0.167715 0.0355037 0.0369123 0.0368394 0.0359595 0.0310155 0.0328347 0.0307281 0.0298034 0.0560538 0.0327395 0.0268644 0.0384618 0.0427002 0.138478
0.0261182 0.0283524 0.476562 0.0364541 0.0262012 0.0247449 0.028864 0.0263613 0.0254758 0.0254437 0.0251181 0.0291307 0.0310346 0.0382587 0.0245702 0.0250757 0.0249064 0.0265908 0.0250138 0.0257234
0.0469844 0.0314213 0.029416 0.0244429 0.0295747 0.0297036 0.0254312 0.0257719 0.0243486 0.0350416 0.0242079 0.0231894 0.0234467 0.0245578 0.475251 0.0234266 0.0236058 0.0238154 0.0299674 0.0263958
0.0285525 0.0291896 0.0309368 0.0269571 0.0274345 0.369694 0.0282753 0.0292302 0.0270138 0.0282725 0.0465185 0.0466942 0.0266971 0.0307898 0.0261307 0.0313915 0.0288319 0.074967 0.0330759 0.0293471
0.0647004 0.0277983 0.0413564 0.0381929 0.0570795 0.0387657 0.030923 0.0351394 0.0312915 0.061037 0.0303682 0.0289358 0.028624 0.029646 0.232919 0.0312298 0.0278267 0.0317345 0.098682 0.0337503
0.0605072 0.0712138 0.0773673 0.0484308 0.072678 0.0394249 0.0436201 0.034276 0.0392275 0.0340238 0.0303522 0.0400274 0.0608796 0.0420595 0.0498138 0.033757 0.0291329 0.0668421 0.0432206 0.0831454
0.0263602 0.0265864 0.0261118 0.0254573 0.0259613 0.0301326 0.0255922 0.0285928 0.0254109 0.0259344 0.0314138 0.0655075 0.0257319 0.0255073 0.0255516 0.0262809 0.0284553 0.0257655 0.454323 0.0253234
0.0269151 0.0253215 0.0269795 0.0259138 0.0287563 0.0274523 0.0258963 0.0268387 0.0285309 0.0260608 0.029992 0.0277463 0.0264985 0.0264223 0.0279719 0.0302524 0.0272069 0.037886 0.0591942 0.438165
0.0580578 0.0351253 0.067633 0.0603451 0.0443846 0.0612567 0.0550214 0.0580004 0.0361177 0.0533875 0.0566384 0.0531936 0.0465736 0.066558 0.0553602 0.0378219 0.0361169 0.0357509 0.0457178 0.036939
0.0269474 0.0358631 0.0266898 0.0261897 0.0255345 0.0264567 0.0257325 0.0270525 0.0253985 0.0269119 0.0281828 0.0263585 0.0250807 0.0264697 0.0254256 0.0292006 0.0264798 0.0288625 0.485417 0.0257459
0.0287866 0.0249006 0.0250641 0.027722 0.0256672 0.0256483 0.0249715 0.0263579 0.02683 0.0260679 0.0329105 0.0253488 0.0253043 0.0254152 0.0258888 0.0337184 0.0259967 0.0257458 0.492768 0.0248874
