6041 50
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.0104396 0.0114072 0.0125217 0.0127005 0.0111502 0.0118783 0.0187693 0.0113418 0.0112953 0.0104374 0.0107502 0.011039 0.0121015 0.0100995 0.0113303 0.0116625 0.0115202 0.0119987 0.0107748 0.010112 0.0104778 0.0108266 0.0150403 0.0265446 0.00998146 0.0103913 0.010568 0.0120056 0.0126538 0.0104037 0.0125972 0.0109672 0.0125849 0.0120744 0.0120654 0.417304 0.0102128 0.0113092 0.0101337 0.0101806 0.0104786 0.0102997 0.0101638 0.0114143 0.0107323 0.0115507 0.0215394 0.0106845 0.0111169 0.0103672
0.0106235 0.0108781 0.0118702 0.0104525 0.0103565 0.0103853 0.423558 0.0105739 0.0112902 0.0100971 0.0126026 0.010258 0.0107736 0.01116 0.0100655 0.0108745 0.0157324 0.0144166 0.0134681 0.0105611 0.0351341 0.0104501 0.017206 0.00991921 0.0117041 0.0105564 0.0108954 0.0101563 0.0114177 0.0102256 0.0119989 0.0119644 0.0106134 0.0117507 0.0106548 0.0102487 0.0137958 0.0114115 0.0106449 0.0111591 0.0112247 0.0106157 0.0100214 0.0103615 0.0102576 0.0109492 0.0107627 0.0127114 0.0102741 0.0109169
0.0113527 0.0212638 0.011941 0.0113834 0.0113204 0.0129839 0.0161995 0.0136258 0.012167 0.0125735 0.0125358 0.0115615 0.0152977 0.0170191 0.0165908 0.0130648 0.0146156 0.0122321 0.0156741 0.0130594 0.0227085 0.190624 0.0117768 0.0109138 0.0178646 0.0124417 0.0115897 0.0113803 0.0141927 0.0126145 0.0124583 0.0143474 0.0116414 0.0110299 0.0214065 0.0151023 0.142449 0.0129221 0.0139039 0.0159277 0.0125191 0.0139299 0.0118456 0.013767 0.0126361 0.0128565 0.0117264 0.0181777 0.0147009 0.0140836
7.00291e-11 1 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11 7.00291e-11
0.00980701 0.00982573 0.00978049 0.511949 0.0113588 0.0096703 0.00968977 0.00976484 0.00973106 0.00981974 0.00972209 0.0118241 0.0104916 0.00955197 0.00974156 0.00958875 0.00979056 0.00970128 0.0102371 0.00961151 0.0101142 0.00961573 0.0100839 0.0119691 0.00960254 0.00991662 0.0096131 0.01015 0.0100576 0.0100905 0.0101277 0.0095713 0.00974582 0.0105716 0.00976567 0.00968572 0.0100785 0.00976602 0.00986013 0.00977927 0.0102114 0.00963268 0.00979334 0.00987574 0.00988711 0.00982459 0.00960432 0.00974266 0.00980788 0.00979831
0.0126342 0.0109039 0.298354 0.0112473 0.0114659 0.0660217 0.0122199 0.0118847 0.0112673 0.0110953 0.0127278 0.0111741 0.0123968 0.0115219 0.0115311 0.0120657 0.0155781 0.0130025 0.0108587 0.0112008 0.0110933 0.0115614 0.0129918 0.0114803 0.0110461 0.0106143 0.0201702 0.0113314 0.0119721 0.0105673 0.011248 0.0197712 0.01149 0.0115856 0.0106895 0.0233205 0.0107949 0.0112796 0.0112963 0.0114752 0.010754 0.0115713 0.0105237 0.0145898 0.0120224 0.0133982 0.0415302 0.0250494 0.013183 0.0124481
0.00805205 0.0100456 0.00824642 0.00816645 0.00827183 0.0083132 0.00878064 0.00891942 0.0082032 0.00832818 0.00827044 0.00846643 0.00871043 0.008484 0.00824754 0.00828897 0.00829653 0.00831544 0.00928577 0.00837861 0.58392 0.00843927 0.00818472 0.00805699 0.0085717 0.00914126 0.00807298 0.008215 0.00889403 0.00853677 0.00874311 0.00831576 0.00834539 0.00809861 0.00835046 0.00850201 0.00911667 0.00836085 0.00829279 0.00850018 0.00828457 0.00846256 0.00898072 0.00943771 0.00825039 0.00824439 0.00820345 0.00870981 0.00845897 0.00823728
0.00949598 0.00986777 0.00960364 0.00966469 0.00968648 0.00959992 0.00961745 0.0097261 0.00955821 0.00963815 0.00953724 0.00965686 0.00981541 0.00963804 0.00948966 0.0095491 0.00957483 0.00966853 0.00988716 0.00965048 0.00988691 0.00946924 0.526333 0.00969185 0.00964067 0.00976318 0.00944103 0.00962988 0.00987191 0.00980276 0.0100165 0.00950367 0.0095824 0.0098049 0.00970674 0.00959341 0.0100503 0.0097997 0.00971879 0.00965712 0.00971218 0.00961511 0.00953888 0.00980823 0.00963036 0.00951753 0.00944435 0.0096004 0.00971125 0.00953149
0.00958269 0.0103666 0.0100389 0.0107327 0.0101725 0.00989034 0.0103624 0.00982891 0.00999529 0.00958768 0.00950689 0.010152 0.0123701 0.00986139 0.0101339 0.00968009 0.00979855 0.0100324 0.010099 0.00957812 0.00996988 0.00964504 0.0104414 0.00969961 0.00960929 0.010218 0.00977891 0.00992884 0.510092 0.00981367 0.0108876 0.00962604 0.00983307 0.0102298 0.00965026 0.0108396 0.00999961 0.00988787 0.00960044 0.00958464 0.00983585 0.00974261 0.0096075 0.0102054 0.0103335 0.0099598 0.00971159 0.00980461 0.00986943 0.00982341
0.018664 0.0178477 0.0259304 0.014032 0.0131102 0.0362857 0.0170309 0.0144827 0.0166948 0.0228791 0.0160265 0.0136852 0.0176994 0.02557 0.019624 0.0194579 0.0201599 0.017265 0.0144588 0.0152074 0.0168299 0.0202964 0.0161744 0.0129881 0.015882 0.0224822 0.052262 0.0183463 0.0157514 0.013278 0.0186861 0.0278299 0.0188796 0.0138585 0.0162818 0.0471464 0.0177742 0.0207596 0.0188368 0.0184665 0.0195688 0.0280453 0.0137332 0.0146114 0.0148539 0.0219191 0.0289794 0.0164871 0.0203343 0.0225456
0.0107516 0.0106423 0.0118945 0.0185233 0.0116746 0.011098 0.0115219 0.0113147 0.0104782 0.0121708 0.0103931 0.0112504 0.406856 0.0106334 0.015065 0.0115056 0.0129476 0.0120501 0.0116752 0.0122123 0.0102698 0.0113875 0.0140724 0.0133977 0.0117162 0.0103083 0.0112452 0.0217881 0.0141258 0.0103045 0.0108141 0.0105648 0.0109494 0.0121247 0.0106047 0.0111719 0.010307 0.0151399 0.0108324 0.0110358 0.0107308 0.0107845 0.0103792 0.0108381 0.0111625 0.0148006 0.0103542 0.0102029 0.0129345 0.020994
1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 0.842226 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 0.0684907 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 0.0892829 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10 1.00667e-10
0.015934 0.0362383 0.0114713 0.0122035 0.0122035 0.0168072 0.0143503 0.0121093 0.0114108 0.0120061 0.0114868 0.0126711 0.0135964 0.0738069 0.0109443 0.0118933 0.0124886 0.0117647 0.0133359 0.0118716 0.273668 0.0130382 0.0129852 0.010191 0.0116209 0.0285386 0.0118311 0.0107241 0.0126454 0.0117097 0.0127121 0.0136157 0.0198175 0.0123136 0.0136349 0.0139341 0.0146021 0.0114286 0.0125115 0.0121001 0.0133262 0.013463 0.0146871 0.0130079 0.011697 0.0110528 0.0123421 0.0144642 0.0125822 0.011161
8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 0.399487 8.70632e-11 8.70633e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 0.600513 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70633e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11 8.70632e-11
0.0103592 0.0111861 0.0126388 0.0107902 0.0106765 0.0116281 0.0111951 0.0108463 0.0100822 0.010656 0.0244375 0.0447842 0.0131507 0.0108605 0.0107481 0.0108338 0.0128179 0.0124134 0.358252 0.0112607 0.0132759 0.0109613 0.0141511 0.0104679 0.0116675 0.0110585 0.0104551 0.0109747 0.0263028 0.0107745 0.0126263 0.0118702 0.0118561 0.0106678 0.0105695 0.0113355 0.012288 0.029783 0.0107822 0.0113419 0.0113458 0.0108321 0.0106887 0.0154323 0.0102177 0.0125573 0.0103829 0.0111315 0.0115252 0.0130597
0.0090211 0.00896257 0.00988357 0.00932246 0.00902317 0.0101215 0.00899847 0.00886938 0.00890272 0.00904621 0.00894752 0.511349 0.00982007 0.00915687 0.00905735 0.00929708 0.00897196 0.00915289 0.00947346 0.0105012 0.00929302 0.0104557 0.00982078 0.00902545 0.00986906 0.0101121 0.00918804 0.00907277 0.00964411 0.00887556 0.00920019 0.00904011 0.0090633 0.00918464 0.00899114 0.00936598 0.00985168 0.010287 0.0383071 0.0103627 0.00931321 0.00964405 0.00913556 0.00959934 0.00900555 0.00915712 0.0090306 0.00899322 0.00943522 0.00979756
0.0096175 0.00962937 0.00961138 0.00974435 0.00972691 0.00958121 0.00965939 0.00965222 0.00964002 0.00959574 0.00960813 0.00960366 0.00969273 0.0095948 0.00959232 0.00959443 0.00963134 0.00964804 0.00971107 0.00963667 0.00961015 0.00957767 0.00972969 0.00964322 0.0095875 0.527738 0.00960381 0.00962015 0.00974149 0.00979348 0.00987043 0.00962261 0.00958526 0.00967861 0.00963596 0.00959704 0.00959475 0.00964128 0.00959578 0.00959021 0.0095941 0.00959832 0.00959333 0.00964446 0.0096704 0.00962453 0.00960064 0.00961201 0.0096494 0.00958424
